"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"vaisseau";-0,717;0,33;-1,295;-0,742;-0,693;0,117;5,104;1,378;32,41;0,38;-0,522;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"sy";-0,011;-1,004;-2,142;-1,228;-0,005;-1,269;-1,645;-1,645;-1,56;-0,964;-0,864;-1,372;-0,246;50,501;90,081;-2,033;-1,539;-0,844
"pierre";0,008;-0,827;49,202;0,003;0,016;-1,045;-1,355;-1,355;-0,032;-0,794;2,731;0,92;-1,442;-0,065;-0,844;-1,674;-1,268;-0,695
"photo";0;-0,915;-1,953;-0,002;70,055;-0,006;-1,5;-1,5;-1,422;85,138;-0,788;-1,251;-1,597;-1,538;-0,934;-1,853;-1,403;-0,77
"montrer";0,042;0,137;-0,14;1,676;1,954;-0,933;-1,21;-1,21;-0,004;-0,709;50,589;-1,009;0,615;-0,019;-0,754;-1,495;-1,132;-0,621
"humanité";-1,03;-0,871;3,574;-1,065;-0,994;4,055;62,545;-0,081;0,489;-0,836;-0,75;-1,19;-1,519;-1,464;-0,889;-1,763;-1,335;-0,732
"cnews";0,072;0,188;-1,482;-0,849;-0,793;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;-1,212;-1,167;280,187;-1,406;-1,065;-0,584
"bernard";-0,023;-1,049;-0,566;7,06;3,378;-0,047;-1,718;-1,718;-1,63;-1,007;0,026;-1,433;-0,294;-1,762;127,896;-2,123;-1,608;-0,882
"avocat";0,021;-0,783;-0,19;0,013;0,033;-0,989;-1,282;-1,282;-1,216;-0,751;-0,674;-1,07;-1,365;-1,315;246,328;-1,584;-1,2;-0,658
"affirmer";-1,187;0,003;0,003;-0,02;-0,005;-1,269;1,606;-1,645;119,383;-0,964;-0,864;-1,372;-0,246;-1,687;-1,024;-2,033;-1,539;-0,844
"écrivain";0,889;0,011;-0,429;0,799;-1,095;-1,213;-1,572;-1,572;-0,11;-0,921;-0,826;0,542;-1,674;-0,169;141,43;-1,943;-1,471;-0,807
"françois";-1,03;13,016;7,312;-1,065;-0,994;-0,001;-1,427;-0,081;-1,354;0,059;0,123;33,754;-1,519;-1,464;-0,889;-1,763;-1,335;-0,732
"famille";0,008;0,065;-1,764;0,003;1,491;-1,045;-1,355;0,495;-1,285;-0,794;8,413;-0,003;36,819;-1,39;-0,844;-1,674;-1,268;-0,695
"extrait";54,792;1,788;-1,859;0;1,301;-1,101;-1,427;-1,427;-1,354;-0,836;0,123;-1,19;-1,519;17,572;-0,889;-1,763;-1,335;-0,732
"entier";-0,821;-0,695;-0,096;-0,849;0,092;34,817;16,111;-1,138;0;3,119;-0,598;-0,949;-1,212;-1,167;-0,709;-1,406;-1,065;-0,584
"disciple";-1,187;-1,004;-2,142;-1,228;-1,146;-1,269;-1,645;-1,645;-1,56;-0,964;-0,864;-1,372;-1,751;-1,687;-1,024;269,978;-1,539;-0,844
"consacrer";-0,821;-0,695;0,358;139,256;0,092;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;0,769;-1,167;-0,709;-1,406;-1,065;-0,584
"équipe";1,187;34,555;-1,859;-1,065;0,005;-1,101;-1,427;2,36;6,567;0,059;-0,75;0,776;-0,12;-1,464;-0,889;-1,763;-1,335;-0,732
"volant";0,001;0,041;-1,859;-1,065;-0,994;-1,101;-0,081;2,36;0,489;168,15;-0,75;-1,19;-1,519;-1,464;-0,889;-1,763;-1,335;-0,732
"semaine";0,072;64,598;-0,096;-0,849;15,072;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;3,482;-1,167;-0,709;-1,406;-1,065;-0,584
"laisser";-1,03;-0,871;-1,859;0;-0,994;16,446;5,986;5,986;-1,354;13,785;0,123;-1,19;-0,12;-1,464;-0,889;-1,763;-1,335;-0,732
"haut";0;-0,915;-1,953;-1,119;-1,045;-1,157;-0,113;-1,5;-1,422;0,037;0,09;-0,024;-0,159;-0,131;207,65;-1,853;-1,403;-0,77
"fois";0,008;-0,827;13,523;0,003;-0,944;-1,045;-1,355;-1,355;-1,285;0,087;44,149;0,92;-1,442;-0,065;0,055;-1,674;-1,268;-0,695
"enquête";0,113;3,276;-0,058;-0,796;0,137;24,757;-1,066;4,472;1,303;-0,625;-0,56;-0,889;-1,135;-1,093;-0,664;-1,317;-0,998;-0,547
"déclaration";0,236;-0,563;-0,008;-0,688;-0,643;-0,711;0,027;-0,922;-0,875;-0,541;-0,484;2,438;-0,982;62,976;-0,574;-1,14;-0,863;-0,473
"anne";-1,082;0,023;-0,364;0,932;-1,045;-1,157;-1,5;-1,5;-1,422;-0,879;0,09;0,65;-1,597;103,757;0,017;-1,853;-1,403;-0,77
"ami";5,059;-0,432;1,773;-0,528;-0,493;-0,546;-0,708;9,032;3,257;-0,415;1,22;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"visite";-0,873;0,137;-0,14;0,03;-0,843;125,438;-1,21;-1,21;0,897;-0,709;-0,636;-1,009;-1,288;-0,019;-0,754;-1,495;-1,132;-0,621
"réalité";-0,665;-0,563;-0,008;-0,688;-0,643;-0,711;0,027;1,668;35,73;-0,541;-0,484;2,438;0,011;-0,946;-0,574;-1,14;-0,863;-0,473
"rester";-0,717;0,33;0,643;0,14;8,948;-0,767;1,378;11,186;0,019;-0,583;-0,522;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"professeur";2,762;0,33;-1,295;28,258;-0,693;-0,767;-0,994;0,008;-0,943;0,38;-0,522;2,074;1,175;-1,02;-0,619;-1,228;-0,93;-0,51
"pari";-0,665;4,235;-1,201;47,055;-0,643;-0,711;-0,922;0,027;-0,875;-0,541;-0,484;0,117;5,274;-0,946;-0,574;-1,14;-0,863;-0,473
"lci";-0,717;0,33;-1,295;-0,742;-0,693;-0,767;-0,994;-0,994;-0,943;-0,583;-0,522;0,07;-1,058;-1,02;234,391;-1,228;-0,93;-0,51
"information";0,166;75,631;0,643;-0,742;0,196;-0,767;-0,994;0,008;-0,943;-0,583;-0,522;0,07;0,001;-1,02;-0,619;-1,228;-0,93;-0,51
"ex";-0,977;-0,827;-1,764;-1,011;0,016;-1,045;-1,355;-1,355;0,604;-0,794;-0,712;-0,003;-1,442;2,532;138,598;-1,674;-1,268;0,183
"désert";-0,408;1,438;-0,736;-0,422;-0,394;0,895;24,779;0,463;-0,536;1,549;-0,297;-0,472;-0,602;-0,58;-0,352;-0,699;-0,529;-0,29
"animal";0,042;-0,739;-1,576;1,676;6,532;0,02;3,454;-1,21;8,792;-0,709;-0,636;0,004;-1,288;-1,241;2,463;-1,495;-1,132;-0,621
"agir";-0,925;0,097;4,558;0,013;1,707;-0,989;-0,03;-0,03;7,961;16,054;-0,674;-1,07;-1,365;-1,315;-0,798;-1,584;-1,2;-0,658
"permettre";-0,821;0,188;11,041;0,055;-0,793;-0,878;16,111;-1,138;-1,079;0,225;-0,598;0,016;0,769;-1,167;-0,709;-1,406;-1,065;-0,584
"partie";-0,769;-0,651;-0,058;2,238;28,06;-0,822;17,747;-1,066;0,005;-0,625;-0,56;-0,889;-1,135;-1,093;0,232;-1,317;-0,998;-0,547
"maison";3,193;4,235;-1,201;-0,688;0,271;-0,711;1,668;0,027;-0,875;4,522;0,655;-0,769;0,011;0,02;-0,574;-1,14;-0,863;-0,473
"contact";-0,977;-0,827;0,116;0,003;0,016;54,08;0,495;0,495;-0,032;0,087;-0,712;-0,003;-1,442;-1,39;-0,844;-1,674;-1,268;-0,695
"bruno";-0,977;-0,827;-1,764;-1,011;0,016;-1,045;-1,355;-1,355;-1,285;-0,794;-0,712;-0,003;-0,085;-0,065;268,559;-1,674;-1,268;-0,695
"état";-0,152;29,854;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"vidéo";32,386;-0,563;-1,201;-0,688;0,271;-0,711;-0,922;0,027;-0,875;4,522;-0,484;-0,769;-0,982;5,607;0,401;-1,14;-0,863;-0,473
"utiliser";-0,821;-0,695;-0,096;-0,849;-0,793;-0,878;36,556;-0,003;-1,079;-0,667;21,718;1,504;-0,012;-1,167;-0,709;-1,406;-1,065;-0,584
"système";-0,562;-0,476;59,847;-0,582;-0,543;-0,601;0,116;-0,779;-0,739;5,918;-0,409;-0,65;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"spatial";-0,769;-0,651;52,688;-0,796;-0,743;0,073;-1,066;-1,066;10,812;0,295;-0,56;-0,889;-1,135;-1,093;-0,664;-1,317;-0,998;-0,547
"réputation";1,843;-0,258;0,539;1,74;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;22,803;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"possible";-0,821;-0,695;11,041;-0,849;-0,793;-0,878;65,26;-0,003;0;-0,667;-0,598;-0,949;-1,212;-1,167;-0,709;-1,406;-1,065;-0,584
"médecin";-0,873;-0,739;-0,14;0,03;-0,843;-0,933;-1,21;-1,21;-1,148;0,169;-0,636;-1,009;3,043;-1,241;157,206;-1,495;-1,132;-0,621
"mystérieux";-0,717;-0,607;-1,295;-0,742;2,947;101,606;-0,994;-0,994;-0,943;3,982;-0,522;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;0,566
"giorgio";-0,665;-0,563;-1,201;-0,688;-0,643;242,492;-0,922;-0,922;-0,875;-0,541;-0,484;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"gens";0,113;-0,651;-1,388;-0,796;8,029;-0,822;-1,066;0;0,005;0,295;-0,56;-0,889;-0,002;-1,093;68,231;-1,317;-0,998;-0,547
"expérience";0,042;-0,739;-0,14;1,676;1,954;-0,933;3,454;0,761;-0,004;-0,709;33,574;-1,009;-1,288;-1,241;-0,754;-1,495;-1,132;-0,621
"décider";0,008;-0,827;-1,764;-1,011;-0,944;-1,045;-1,355;164,863;-0,032;-0,794;-0,712;-1,13;-0,085;-1,39;-0,844;-1,674;-1,268;0,183
"cours";0,236;0,427;8,577;0,204;-0,643;0,176;-0,922;1,668;-0,875;-0,541;0,655;-0,769;1,441;-0,946;-0,574;-1,14;-0,863;-0,473
"commentaire";-0,511;-0,432;1,773;-0,528;-0,493;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;0,385;0,144;45,653;-0,441;-0,875;-0,662;-0,363
"cacher";-0,925;-0,783;-1,67;-0,957;-0,893;-0,989;42,744;56,2;-1,216;-0,751;-0,674;-1,07;-0,055;-1,315;-0,798;-1,584;-1,2;-0,658
"yves";2,081;-0,695;-1,482;90,013;0,092;-0,878;-1,138;-1,138;0;-0,667;3,777;0,016;-1,212;-1,167;-0,709;-1,406;-1,065;-0,584
"tsoukalos";-0,665;-0,563;-1,201;-0,688;-0,643;242,492;-0,922;-0,922;-0,875;-0,541;-0,484;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"troisième";-0,203;4,442;-0,367;3,399;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;5,378;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"tomber";-0,769;-0,651;-1,388;0,091;0,137;2,091;0;4,472;-1,011;-0,625;0,428;6,077;3,99;-1,093;-0,664;-1,317;-0,998;-0,547
"suite";-0,821;2,893;-1,482;1,936;-0,793;0,041;-1,138;-1,138;0;-0,667;3,777;-0,949;-1,212;-0,006;63,178;-1,406;-1,065;-0,584
"sortir";0,325;0,548;-1,108;0,288;-0,593;-0,656;0,062;0,062;-0,807;-0,499;0,805;-0,71;34,678;-0,873;-0,53;-1,051;-0,796;-0,437
"seul";-0,665;-0,563;0,84;-0,688;0,271;8,671;0,027;12,555;-0,875;0,484;-0,484;-0,769;0,011;-0,946;-0,574;-1,14;-0,863;-0,473
"sentir";-0,769;-0,651;-0,058;-0,796;-0,743;-0,822;-1,066;10,009;1,303;-0,625;0,428;-0,889;25,607;-1,093;0,232;-1,317;-0,998;-0,547
"révéler";-0,665;-0,563;-0,008;-0,688;0,271;63,931;-0,922;0,027;1,874;-0,541;-0,484;-0,769;0,011;-0,946;-0,574;-1,14;-0,863;-0,473
"olivier";0,781;-0,389;7,352;-0,475;0,847;-0,491;-0,637;-0,637;-0,604;-0,373;-0,334;-0,531;9,743;-0,653;1,082;-0,787;-0,596;-0,327
"jacques";-0,769;0,252;-0,058;7,237;42,627;-0,822;-1,066;-1,066;1,303;-0,625;-0,56;0,037;-0,002;-1,093;-0,664;-1,317;-0,998;-0,547
"incroyable";-0,925;-0,783;-0,19;-0,957;0,033;168,585;0,617;-1,282;-1,216;0,124;-0,674;-1,07;-1,365;-1,315;-0,798;-1,584;-1,2;-0,658
"gouvernement";-0,769;-0,651;-0,058;0,091;-0,743;-0,822;27,686;0;1,303;3,519;-0,56;0,037;-1,135;0;-0,664;-1,317;-0,998;-0,547
"étude";-0,665;-0,563;-1,201;0,204;3,395;-0,711;-0,922;0,027;35,73;0,484;-0,484;-0,769;1,441;-0,946;-0,574;-1,14;-0,863;-0,473
"voix";-0,562;0,698;-1,015;-0,582;0,489;-0,601;-0,779;0,116;0,153;-0,457;84,088;-0,65;-0,83;0,1;-0,485;-0,963;-0,729;-0,4
"université";7,142;-0,345;-0,736;34,482;-0,394;-0,436;0,463;-0,565;0,538;-0,331;-0,297;-0,472;-0,602;-0,58;-0,352;-0,699;-0,529;-0,29
"présentation";5,98;-0,389;-0,829;5,694;0,847;-0,491;-0,637;-0,637;-0,604;-0,373;-0,334;-0,531;0,242;3,476;1,082;-0,787;-0,596;-0,327
"frère";-0,769;-0,651;-1,388;2,238;0,137;-0,822;-1,066;-1,066;0,005;-0,625;4,229;49,133;0,954;-1,093;-0,664;-1,317;-0,998;-0,547
"corps";0,441;0,698;0,007;0,396;-0,543;-0,601;-0,779;27,379;-0,739;-0,457;0,99;0,269;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"commenter";2,081;-0,695;0,358;23,632;7,231;-0,878;-1,138;-1,138;-1,079;0,225;-0,598;-0,949;-0,012;0,864;-0,709;-1,406;-1,065;-0,584
"école";-0,408;8,913;0,178;-0,422;-0,394;-0,436;-0,565;-0,565;-0,536;1,549;-0,297;-0,472;11,604;0,429;-0,352;-0,699;-0,529;-0,29
"val";-0,821;-0,695;-0,096;-0,849;-0,793;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;-1,212;-1,167;323,803;-1,406;-1,065;-0,584
"technologie";-0,769;-0,651;2,67;-0,796;0,137;-0,822;70,708;-1,066;1,303;-0,625;-0,56;-0,889;-1,135;-1,093;-0,664;-1,317;-0,998;-0,547
"sembler";-0,665;-0,563;-0,008;-0,688;-0,643;2,829;-0,922;5,844;35,73;0,484;-0,484;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"secret";-0,717;-0,607;-0,028;-0,742;-0,693;0,117;5,104;0,008;12,052;11,389;-0,522;0,07;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"père";0,325;-0,519;-1,108;-0,635;0,367;-0,656;-0,851;6,718;-0,807;-0,499;51,285;0,182;0,035;-0,873;-0,53;-1,051;-0,796;-0,437
"persuader";0,113;-0,651;-1,388;-0,796;0,137;-0,822;-1,066;70,708;0,005;-0,625;-0,56;1,767;-0,002;-1,093;-0,664;-1,317;-0,998;-0,547
"mars";0,072;-0,695;132,135;-0,849;-0,793;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;-1,212;-0,006;-0,709;-1,406;-1,065;-0,584
"lune";-0,459;-0,389;40,113;-0,475;-0,443;-0,491;-0,637;-0,637;-0,604;7,97;-0,334;0,539;-0,678;-0,653;-0,396;-0,787;-0,596;-0,327
"lopez";0,072;2,893;-1,482;-0,849;-0,793;-0,878;-1,138;-1,138;-1,079;-0,667;-0,598;-0,949;-1,212;-1,167;239,724;-1,406;-1,065;-0,584
"info";0,166;35,872;-1,295;-0,742;0,196;-0,767;-0,994;-0,994;-0,943;-0,583;-0,522;-0,829;0,001;0,004;35,048;-1,228;-0,93;-0,51
"exister";-0,562;-0,476;-1,015;-0,582;-0,543;0,356;16,076;-0,779;2,7;-0,457;-0,409;-0,65;0,078;7,479;-0,485;-0,963;-0,729;-0,4
"continuer";-0,254;-0,215;-0,459;-0,263;14,096;2,275;1,479;-0,352;-0,334;-0,207;-0,185;-0,294;-0,375;1,413;-0,22;-0,436;-0,33;-0,181
"chercher";-0,614;-0,519;-1,108;-0,635;0,367;-0,656;-0,851;24,353;0,09;-0,499;0,805;17,911;-0,906;-0,873;-0,53;-1,051;-0,796;-0,437
"blanc";-0,665;39,321;3,696;-0,688;3,395;0,176;0,027;-0,922;-0,875;-0,541;-0,484;-0,769;-0,982;0,02;-0,574;-1,14;-0,863;-0,473
"arriver";-0,614;-0,519;0;-0,635;-0,593;0,254;-0,851;-0,851;56,14;-0,499;0,805;-0,71;0,035;0,05;-0,53;-1,051;-0,796;-0,437
"apparition";1,843;-0,258;-0,551;1,74;-0,295;1,644;-0,423;-0,423;-0,402;33,671;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"alexandre";-0,769;-0,651;-1,388;0,091;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;-1,093;300,507;-1,317;-0,998;-0,547
"époque";-0,614;-0,519;0;0,288;0,367;-0,656;2,018;0,062;2,247;0,612;0,805;-0,71;1,765;-0,873;-0,53;-1,051;-0,796;-0,437
"soucoupe";0,236;4,235;-1,201;-0,688;-0,643;-0,711;-0,922;0,027;1,874;61,619;0,655;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"raid";-0,769;-0,651;-1,388;-0,796;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;-1,093;347,135;-1,317;-0,998;-0,547
"pomart";-0,769;-0,651;-1,388;-0,796;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;-1,093;347,135;-1,317;-0,998;-0,547
"nes";19,268;-0,563;-1,201;0,204;-0,643;-0,711;-0,922;-0,922;-0,875;-0,541;0,655;16,002;1,441;0,02;-0,574;-1,14;-0,863;-0,473
"mort";-0,665;0,427;-0,008;3,005;0,271;-0,711;-0,922;1,668;0,047;-0,541;14,587;-0,769;1,441;-0,946;-0,574;-1,14;-0,863;-0,473
"millier";0,236;0,427;15,482;0,204;-0,643;8,671;-0,922;-0,922;-0,875;4,522;-0,484;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"marier";0,441;-0,476;-1,015;11,653;4,56;-0,601;-0,779;0,116;0,153;-0,457;0,99;3,396;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"lieu";-0,511;-0,432;-0,922;4,805;-0,493;0,489;-0,708;18,384;3,257;0,971;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"laëtitia";-0,769;-0,651;-1,388;-0,796;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;-1,093;347,135;-1,317;-0,998;-0,547
"joe";0,113;-0,651;-1,388;-0,796;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;0;257,241;-1,317;-0,998;-0,547
"etats";5,059;0,887;0,034;-0,528;-0,493;0,489;-0,708;-0,708;-0,671;6,837;-0,372;-0,59;0,144;2,836;-0,441;-0,875;-0,662;-0,363
"déguiser";1,843;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;69,805;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"discussion";-0,717;0,33;0,643;0,14;-0,693;-0,767;-0,994;-0,994;-0,943;-0,583;-0,522;-0,829;-1,058;1,293;98,889;-1,228;-0,93;-0,51
"dewalle";-0,769;-0,651;-1,388;-0,796;-0,743;-0,822;-1,066;-1,066;-1,011;-0,625;-0,56;-0,889;-1,135;-1,093;347,135;-1,317;-0,998;-0,547
"créer";-0,459;-0,389;0,088;-0,475;-0,443;-0,491;-0,637;0,306;-0,604;-0,373;1,508;0,539;33,077;-0,653;-0,396;-0,787;-0,596;-0,327
"construire";-0,665;-0,563;-0,008;-0,688;-0,643;2,829;21,802;-0,922;0,047;-0,541;-0,484;16,002;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"commencer";-0,717;-0,607;0,643;-0,742;-0,693;-0,767;0,008;0,008;12,052;-0,583;-0,522;-0,829;28,189;-1,02;-0,619;-1,228;-0,93;-0,51
"bande";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;69,805;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"ville";0,166;0,33;-0,028;-0,742;-0,693;-0,767;-0,994;-0,994;126,481;-0,583;-0,522;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"travailler";0,325;-0,519;1,084;-0,635;-0,593;-0,656;-0,851;0,062;-0,807;-0,499;0,805;2,873;1,765;6,459;-0,53;-1,051;-0,796;-0,437
"théorie";-0,614;-0,519;9,826;-0,635;0,367;0,254;2,018;-0,851;15,183;-0,499;-0,447;-0,71;-0,906;-0,873;-0,53;-1,051;-0,796;-0,437
"star";0,441;15,103;-1,015;4,087;25,077;-0,601;-0,779;-0,779;-0,739;-0,457;-0,409;-0,65;-0,83;0,1;-0,485;-0,963;-0,729;-0,4
"réaliser";-0,717;0,33;-1,295;0,14;-0,693;-0,767;0,008;5,104;0,019;-0,583;-0,522;24,668;-1,058;1,293;-0,619;-1,228;-0,93;-0,51
"rencontrer";-0,614;-0,519;0;20,581;-0,593;3,303;14,163;0,062;-0,807;-0,499;-0,447;-0,71;-0,906;-0,873;-0,53;-1,051;-0,796;-0,437
"quotidien";1,843;2,411;-0,551;-0,316;1,953;-0,327;-0,423;-0,423;-0,402;-0,248;3,02;-0,353;6,48;-0,434;-0,264;-0,523;-0,396;-0,217
"public";-0,357;10,685;-0,644;-0,369;9,048;-0,381;-0,494;-0,494;0,777;-0,29;12,838;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"présidentiel";0,441;5,574;-1,015;-0,582;-0,543;-0,601;-0,779;-0,779;-0,739;-0,457;-0,409;50,992;-0,83;2,326;-0,485;-0,963;-0,729;-0,4
"près_de";-0,459;1,127;-0,829;5,694;6,285;0,663;-0,637;0,306;0,367;-0,373;-0,334;0,539;-0,678;-0,653;-0,396;-0,787;-0,596;-0,327
"polémiste";-0,717;-0,607;-1,295;-0,742;-0,693;-0,767;-0,994;-0,994;-0,943;-0,583;-0,522;-0,829;-1,058;1,293;234,391;-1,228;-0,93;-0,51
"plan";2,762;-0,607;-1,295;0,14;-0,693;-0,767;19,625;1,378;-0,943;-0,583;13,179;0,07;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"patron";-0,614;-0,519;-1,108;-0,635;-0,593;-0,656;-0,851;-0,851;-0,807;-0,499;-0,447;-0,71;-0,906;0,05;230,946;-1,051;-0,796;-0,437
"part";-0,562;-0,476;30,805;-0,582;0,489;-0,601;-0,779;-0,779;-0,739;-0,457;-0,409;0,269;7,076;-0,799;-0,485;-0,963;-0,729;-0,4
"nasa";-0,562;-0,476;0,007;-0,582;-0,543;-0,601;-0,779;27,379;-0,739;-0,457;-0,409;-0,65;-0,83;26,563;-0,485;-0,963;-0,729;-0,4
"moment";3,193;0,427;-0,008;-0,688;20,131;17,703;-0,922;-0,922;-0,875;-0,541;0,655;-0,769;-0,982;-0,946;-0,574;-1,14;-0,863;-0,473
"karim";-0,717;-0,607;-1,295;-0,742;-0,693;-0,767;-0,994;-0,994;-0,943;-0,583;0,53;-0,829;-1,058;-1,02;277,263;-1,228;-0,93;-0,51
"italie";-0,408;-0,345;2,897;-0,422;1,112;0,895;-0,565;-0,565;-0,536;1,549;-0,297;5,836;-0,602;0,429;-0,352;-0,699;-0,529;-0,29
"géant";-0,511;-0,432;22,743;-0,528;-0,493;-0,546;18,384;0,194;-0,671;-0,415;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"groupe";-0,459;-0,389;-0,829;29,832;-0,443;-0,491;3,626;-0,637;-0,604;-0,373;-0,334;-0,531;9,743;-0,653;-0,396;-0,787;-0,596;-0,327
"dieu";-0,511;-0,432;-0,922;-0,528;-0,493;0,489;114,464;-0,708;-0,671;-0,415;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"actuel";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;0,685;0,685;5,993;-0,29;-0,26;-0,412;5,081;0,643;-0,308;-0,611;-0,463;-0,254
"élection";10,747;4,846;-1,108;-0,635;-0,593;-0,656;-0,851;-0,851;-0,807;-0,499;-0,447;2,873;-0,906;23,606;-0,53;-1,051;-0,796;-0,437
"âge";-0,305;-0,258;0,539;-0,316;1,953;-0,327;-0,423;1,004;-0,402;2,567;3,02;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"travers";-0,562;-0,476;1,389;4,087;0,489;0,356;-0,779;-0,779;0,153;-0,457;-0,409;-0,65;14,826;-0,799;-0,485;-0,963;-0,729;-0,4
"suggérer";-0,665;-0,563;-1,201;-0,688;-0,643;85,719;0,027;-0,922;-0,875;12,654;-0,484;-0,769;0,011;-0,946;-0,574;-1,14;-0,863;-0,473
"rappeler";-0,614;-0,519;0;0,288;-0,593;-0,656;-0,851;24,353;0,09;5,159;0,805;0,182;-0,906;-0,873;-0,53;-1,051;-0,796;-0,437
"portrait";22,187;10,685;-0,644;-0,369;1,466;-0,381;-0,494;-0,494;-0,469;-0,29;-0,26;1,031;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"omar";0,236;-0,563;-1,201;-0,688;0,271;-0,711;-0,922;-0,922;-0,875;-0,541;-0,484;-0,769;0,011;103,283;-0,574;-1,14;-0,863;-0,473
"nouvelle";-0,562;-0,476;0,007;-0,582;-0,543;-0,601;0,116;-0,779;44,214;-0,457;6,918;-0,65;0,078;-0,799;-0,485;-0,963;-0,729;-0,4
"média";-0,614;64,723;-1,108;-0,635;0,367;-0,656;-0,851;-0,851;-0,807;-0,499;-0,447;0,182;0,035;6,459;-0,53;-1,051;-0,796;-0,437
"long";-0,665;-0,563;0,84;0,204;0,271;-0,711;33,585;-0,922;-0,875;-0,541;-0,484;-0,769;5,274;-0,946;-0,574;-1,14;-0,863;-0,473
"jouer";-0,614;-0,519;0;0,288;-0,593;-0,656;-0,851;0,062;-0,807;-0,499;-0,447;17,911;22,55;-0,873;-0,53;-1,051;-0,796;-0,437
"humoriste";0,325;-0,519;0;3,496;0,367;-0,656;-0,851;-0,851;-0,807;-0,499;-0,447;-0,71;-0,906;51,491;-0,53;-1,051;-0,796;-0,437
"heure";111,485;-0,476;-1,015;-0,582;-0,543;-0,601;-0,779;-0,779;0,153;0,772;-0,409;0,269;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"explorer";-0,562;-0,476;11,319;-0,582;-0,543;77,903;-0,779;-0,779;-0,739;-0,457;-0,409;-0,65;-0,83;-0,799;-0,485;-0,963;-0,729;-0,4
"envoyer";-0,614;0,548;17,485;-0,635;-0,593;-0,656;2,018;14,163;-0,807;-0,499;-0,447;-0,71;-0,906;-0,873;-0,53;-1,051;-0,796;-0,437
"entrer";5,059;0,887;13,127;-0,528;-0,493;-0,546;-0,708;-0,708;-0,671;6,837;-0,372;-0,59;-0,754;0,173;-0,441;-0,875;-0,662;-0,363
