no	de
3568413.001	transport routier (skateboard sur coussin d'air)
5454725.001	mode
5454725.001	couture
5454725.001	animal domestique
5454725.001	obésité
5454725.001	drone
5454725.001	centrale nucléaire
5454725.001	ovni
5454725.001	pièce de théâtre (Une journée particulière)
5454725.001	adaptation d'oeuvre
5454725.001	recette de cuisine (oeuf poché)
5386091.001	cuisine
5386091.001	recette de cuisine (oeuf mayonnaise
5386091.001	carottes multicolores
5386091.001	oignons à l'estragon et magret fumé)
5386091.001	tissu (liberty)
5386091.001	roman (Une femme blessée)
5386091.001	femme
5386091.001	crime (d'honneur)
5386091.001	humour
5386091.001	magie
5386091.001	spectacle (Magic Delirium)
5480252.001	famille
5480252.001	relation parent enfant
5480252.001	souffrance
5480252.001	état psychologique
5131368.001	humour
5131368.001	spectacle (Anne RougeManoff)
5131368.001	sketch
5131368.001	décoration-habitat
5131368.001	table
5131368.001	mode
5131368.001	vêtement
5131368.001	gilet
5131368.001	musique
5131368.001	vocalise
5131368.001	groupe musical (Voca peaople)
5131368.001	chirurgie esthétique
5131368.001	jeu (Kapla)
5131368.001	bois
5902026.001	vie politique
5902026.001	société
5902026.001	histoire
5902026.001	livre
5902026.001	chef d'Etat
5902026.001	président
5902026.001	culture-savoir
5902026.001	pouvoir politique
5902026.001	élection présidentielle (2017)
5902026.001	campagne électorale
5902026.001	candidat
5902026.001	politique intérieure
5902026.001	politique extérieure
5902026.001	sexe
5902026.001	police
5902026.001	extraterrestre
5902026.001	Union européenne
5902399.001	Bugarach
5902399.001	Internet
5902399.001	téléphone portable
5902399.001	marketing
5902399.001	blogue
5902399.001	montagne
5902399.001	surnaturel
5902399.001	légende
5902399.001	histoire
5902399.001	mythe
5902399.001	ésotérisme
5902399.001	site internet
5902399.001	humoriste
5902399.001	chanteur
5902399.001	disque
5902399.001	spectacle
5902399.001	conte
5902399.001	ballet
5902399.001	recette de cuisine
5902399.001	Coeur de Pirate-chanteuse
5902399.001	Arthur H-chanteur
5826898.001	album (L'amour n'a jamais tort)
5826898.001	livre (Les vertus de l'échec
5826898.001	Comment ça marche)
5826898.001	comportement psychologique
5826898.001	échec
5826898.001	succès
5826898.001	personnalité politique
5826898.001	conseiller politique
5826898.001	Buisson Patrick
5826898.001	Sarkozy Nicolas
5826898.001	science
5826898.001	technologie
8004726.001	sociologie
8004726.001	Education nationale
8004726.001	élève
8004726.001	harcèlement moral (harcelement scolaire)
8004726.001	réseau social en ligne
8004726.001	livre (A l'école des mauvaises réputations)
8004726.001	science
8004726.001	bureau d'étude (Geipan)
8004726.001	enquête d'investigation
8004726.001	ovni (ufologie)
7629143.001	République fédérale d'Allemagne
7629143.001	vie politique
7629143.001	élection législative
7629143.001	chancelier
7629143.001	portrait
7629143.001	Merkel Angela
7966764.001	politique sociale
7966764.001	secteur public
7966764.001	secteur privé
7966764.001	retraite
7966764.001	réforme
7966764.001	temps de travail (durée)
7966764.001	départ
7966764.001	âge (64 ans)
7966764.001	gouvernement (Borne 2)
7966764.001	conflit social
7966764.001	grève
7966764.001	manifestation
7966764.001	syndicat
7966764.001	vie politique
7966764.001	Macron Brigitte
7966764.001	science
7966764.001	sondage d'opinion
7966764.001	intelligence artificielle
7966764.001	médecine
7966764.001	astrophysique
7966764.001	biologie
7966764.001	cosmologie
7966764.001	extraterrestre
7966764.001	planète (exoplanète)
7999734.001	Guyane française
7999734.001	Kourou
7999734.001	espace
7999734.001	astronomie
7999734.001	télescope (James Webb)
7999734.001	fusée (Ariane 5)
7999734.001	lancement spatial
7999734.001	Agence spatiale européenne
7999734.001	Nasa
7999734.001	extraterrestre
7999734.001	Musk Elon
7973722.001	France
7973722.001	politique (natalité)
7973722.001	natalité
7973722.001	démographie
7973722.001	naissance
7973722.001	nombre
7973722.001	Etats Unis
7973722.001	politique intérieure
7973722.001	élection présidentielle
7973722.001	élection primaire
7973722.001	campagne électorale
7973722.001	candidat
7973722.001	Parti républicain-Etats Unis
7973722.001	Trump Donald
7973722.001	Haley Nikki
7973722.001	ovni
7973722.001	extraterrestre
7973722.001	Ecosse
7973722.001	indépendance
7973722.001	référendum
7973722.001	sortie (Brexit)
7973722.001	Union européenne
7973722.001	SNP-Royaume Uni
7973722.001	démission
7973722.001	Sturgeon Nicola
7973722.001	politique sociale
7973722.001	secteur public
7973722.001	secteur privé
7973722.001	retraite
7973722.001	réforme
7973722.001	temps de travail (durée)
7973722.001	départ
7973722.001	âge (64 ans)
7973722.001	gouvernement (Borne 2)
7973722.001	conflit social
7973722.001	grève
7973722.001	manifestation
7973722.001	syndicat
7973722.001	transport en commun
7973722.001	Macron Emmanuel
7973722.001	pièce de théâtre (j'aurais voulu être astronaute)
7973722.001	"espionnage (""Story Killers"" : Team Jorge)"
7973722.001	Seine et Marne
7973722.001	fait divers
7973722.001	accident de la circulation
7973722.001	sécurité routière
7987447.001	société
7987447.001	réseau social en ligne (Tik Tok)
7987447.001	photographie
7987447.001	filtre
7987447.001	ovni
7987447.001	Spielberg Steven
7987447.001	psychologie
7987447.001	dépression nerveuse (burn out)
7987447.001	vidéaste web (YouTubeur)
7987447.001	McFly-humoriste
7987447.001	Carlito-humoriste
7987447.001	sport automobile
7987447.001	Formule 1
7987447.001	pilote automobile
7987447.001	série télévisée (Formula 1)
7987447.001	documentaire (Road to Monza)
7987447.001	documentaire (Jackie Stewart histoire secrète d'un pilote de légende)
7987447.001	série télévisée (LOL qui rit sort)
6439590.001	humour
6439590.001	document d'archives
6439590.001	souvenir
6439590.001	carrière professionnelle
6439590.001	télévision
7958555.001	Islande
7958555.001	Reykjavik
7958555.001	Français à l'étranger
7958555.001	paysage
7958555.001	volcan
7958555.001	tradition
7958555.001	légende
7958555.001	tournage
7958555.001	film (Star war
7958555.001	tourisme
4596770.001	Internet
4596770.001	internaute
4596770.001	site internet
4596770.001	télécommunications
4596770.001	technologie
4596770.001	crise politique
4596770.001	résistance
4596770.001	démocratie
4596770.001	mouvement de population (Indignés)
5266931.001	bourgeoisie
5266931.001	luxe
5266931.001	enfance
5266931.001	carrière professionnelle
6210469.001	gauche
6210469.001	idéologie politique
6433213.001	société
6433213.001	sport
6433213.001	football
6433213.001	boxe
6433213.001	condition féminine
6433213.001	sexisme
6433213.001	discrimination
6433213.001	salaire
6433213.001	femme
6433213.001	Paris
6433213.001	patrimoine
6433213.001	cathédrale (Notre Dame de Paris)
6433213.001	monument
6433213.001	incendie
6433213.001	construction (reconstruction)
6433213.001	musique
6433213.001	album (Madame X)
6433213.001	Madonna
6433213.001	ovni
6433213.001	tennis (Lettre au... tennis)
6433213.001	histoire de l'art
6433213.001	Monet Claude
6433213.001	Barker Robert
6433213.001	Boucher François
6433213.001	Rousseau Henri
6433213.001	Bonnard Pierre
215479.001	média
215479.001	audiovisuel
215479.001	télévision
215479.001	RTM
215479.001	radio (Radio France)
264927.001	An 2000
264927.001	futur
264927.001	témoignage
264927.001	conception de la vie
264927.001	société
1388212.001	image (insolite)
1388212.001	humour
1402891.001	humour
1402891.001	télévision
1402931.001	record
1402931.001	invention
1402931.001	image insolite
1428844.001	parapsychologie (phénomène inexpliqué)
1428844.001	surnaturel
1428844.001	fait divers
1428844.001	témoignage
1428844.001	ovni
1428844.001	médium
1447877.001	moissonneuse
1447877.001	image (insolite)
1447877.001	saut à l'élastique
1447877.001	chimpanzé
1447877.001	claquettes
1269913.001	Etats Unis
1269913.001	An 2000
1269913.001	peur (millénariste)
1269913.001	catastrophe naturelle
1269913.001	panne (bogue
1269913.001	bug)
1269913.001	communauté
1269913.001	secte
1269913.001	milice
1206978.001.014	Auvergne
1206978.001.014	film (L'extraterrestre)
1206978.001.014	tournage
1395373.001	image (insolite)
1395373.001	humour
1395373.001	calcul mathématique (mental)
1395373.001	record
1407937.001	image (insolite)
1383641.001	image (insolite)
1383641.001	humour
1388316.001	image (insolite)
1407991.001	image (insolite)
1407991.001	concours insolite
1407991.001	chien
1407991.001	déguisement
1407991.001	saut à l'élastique
1421009.001	image insolite
1421009.001	humour
1421009.001	document amateur
1641992.001	fonction publique
1641992.001	infirmier (infirmière)
1641992.001	grève
1641992.001	centre hospitalier
1641992.001	revendication
1641992.001	salaire
1836277.001	cinéma
1836277.001	film
407461.001	film (Space jam
407461.001	bande-annonce)
407461.001	tournage (les Soeurs Soleil)
407461.001	message publicitaire (Parfum Gerlain
407461.001	Making of)
407461.001	commémoration (Baptème de Clovis)
407461.001	pastiche
412373.001	Ile de France
412373.001	vendange
412373.001	musée
412373.001	automobile
553372.001	consommation
553372.001	livre (OVNI 1999 Le Contact)
553372.001	magnétoscope
553372.001	pelouse
553372.001	système d'alarme
553372.001	château (Cheverny)
606954.001	ovni
606954.001	extraterrestre
606954.001	recette de cuisine (tarte aux légumes)
606950.005	climatologie
606950.005	extraterrestre
807757.001	cinéma
807757.001	tournage (Sphère)
807757.001	film (Ados amor
807757.001	extrait)
807757.001	festival (film de Valenciennes)
671032.001	parapsychologie
671032.001	ésotérisme
671032.001	voyance
671032.001	ovni
671032.001	spiritisme
935095.001	comportement psychologique (de Johnny)
935095.001	extraterrestre (reportage fiction)
935095.001	rapports humains (homme femme questions sur)
935095.001	photographie (photomaton piégé)
935095.001	roman policier
935095.001	tantrisme
935095.001	sexualité
392544.001	film (La belle verte
392544.001	EXTRAIT)
392544.001	microtrottoir
392544.001	image (détournée)
408739.001	ovni
408739.001	extraterrestre
408739.001	tabagisme
408739.001	tabac
537052.001	science
537052.001	recherche scientifique
537052.001	psychologie
537052.001	conscience (Etat de conscience modifiée
537052.001	ECM)
537052.001	mysticisme
537052.001	parapsychologie
537052.001	cerveau
537052.001	hypnose
537052.001	homéopathie
537052.001	ovni
1413778.001	société
1413778.001	escroquerie
1413778.001	droit
1413778.001	fait divers
1413778.001	dépannage
1413778.001	voisinage
1413778.001	conflit
1413778.001	PMU
1413778.001	jeu
1413778.001	ovni (Arnaque soucoupe volante)
1413778.001	trésor
1413778.001	découverte
1413778.001	foire (aux célibataires)
1413778.001	chantier de construction (faux)
1413778.001	clé (fabriquant de)
1413778.001	prisonnier
1413778.001	décharge (terrain à batir)
1413778.001	télésiège (panne)
1413778.001	croisière
1413778.001	femme (Femme gros seins)
5502079.001	Amérique centrale
5502079.001	Costa Rica
5502079.001	nature
5502079.001	biodiversité
5502079.001	protection de la nature
5502079.001	faune
5502079.001	tradition
5502079.001	Indien américain (Borucas)
5502079.001	vie quotidienne
5502079.001	plage
5502079.001	paresseux
7888764.001	philosophie
7888764.001	communication
7888764.001	univers
7888764.001	espace
7888764.001	espèce vivante
7888764.001	extraterrestre
7888764.001	ovni
1024940.001.006	basket ball (PAU-ETOILE ROUGE DE BELGRADE)
1024940.001.006	basketteur
1024940.001.006	Divac Vlade
1024940.001.006	portrait
1205886.001.003	Yvelines
1205886.001.003	cinéma
1205886.001.003	film (L'extraterrestre)
1205886.001.003	tournage
1078106.040.029	chanteur (chanteuse)
1078106.040.029	Eurovision
1078106.040.029	secte (raël)
1078106.040.029	extraterrestre
1078106.040.029	croyance
7766752.001	pain
7766752.001	boulanger
7766752.001	boulangerie
7766752.001	apprenti
7766752.001	championnat
7766752.001	agriculture
7766752.001	blé
7766752.001	consommation
CAA90031120	extraterrestre (off)
CAA90031120	secte (raelien)
CAA90031120	village de vacances (Eden)
CAA90031120	sexualité
CAA90031120	naturisme
CAA90031120	baptême
CAA90031120	adepte
CAA90031120	Raël
3099269.001	fait divers
3099269.001	fantôme
3099269.001	parapsychologie
3099269.001	surnaturel
3099269.001	croyance
3373231.001	loisir
3373231.001	jardinage
3373231.001	Anjou
3373231.001	tourisme
3373231.001	chambre d'hôte
3373231.001	habitation troglodytique
3373231.001	spectacle (Ca va nettement mieux)
3373231.001	variétés
3373231.001	chanson
3373231.001	duo-formation
3373231.001	recette de cuisine (soupe de fruits rouges aux épices)
2862186.001	science
2862186.001	astrophysique
2862186.001	espace
2862186.001	planète (exo-terre)
2862186.001	science fiction
3056564.001	voyage
3056564.001	tour du monde
3056564.001	famille
3056564.001	chaufferie
3056564.001	non voyant
3056564.001	distributeur automatique
3056564.001	extraterrestre
3056564.001	recette de cuisine
1973607.001	musique
1973607.001	mixage
1973607.001	discours
1973607.001	âge
1973607.001	personne âgée
1973607.001	bracelet
1973607.001	chanson (Topstars d'un soir de l'académie à domicile)
1973607.001	parodie
1973607.001	ovni
1973607.001	planète Mars
1973607.001	Jospin Lionel
1973607.001	Chirac Jacques
2758350.001	rire
2758350.001	humour
2758350.001	humoriste
2758350.001	comique
2758350.001	film (Iznogoud)
4640364.001	maladie (ostéoporose)
4640364.001	divorce
4640364.001	assurance
4640364.001	plante
4640364.001	documentaire (Félins)
4844590.001	Aude
4844590.001	Bugarach
4844590.001	croyance
4844590.001	superstition (prédiction)
4844590.001	fin du monde (21 décembre 2012)
4844590.001	comportement humain
4844590.001	rassemblement
4844590.001	ovni
2127313.001	surnaturel
2127313.001	champ
2127313.001	dessin (crop circle)
2127313.001	série télévisée (Aix mélodie)
2127313.001	recette de cuisine
2127313.001	mode
2127313.001	notoriété
2869952.001	astronomie
2869952.001	planète Mars
2869952.001	recherche scientifique
2869952.001	vie
2869952.001	sonde spatiale
2869952.001	extraterrestre
2869952.001	sciences de l'univers (exobiologie)
2975409.001	maison
2975409.001	chauffage
2975409.001	économie d'énergie
2975409.001	bois
2975409.001	poêle
2975409.001	tuile
2975409.001	santé
2975409.001	cancer
2975409.001	produit de beauté (autobronzant)
2975409.001	recherche scientifique
2975409.001	ovni
2975409.001	Périgueux
2975409.001	musée (Musée du trompe l'oeil)
2975409.001	peinture-art
2975409.001	recette de cuisine (coquilles Saint-Jacques)
2534153.001	société
2534153.001	religion
2534153.001	catholicisme
2534153.001	Eglise catholique
2534153.001	secret
2534153.001	tabou
2534153.001	prêtre
2534153.001	conjoint
2534153.001	enfant
4010937.001	vie politique
4010937.001	personnalité politique
4010937.001	PS-France
4010937.001	escroquerie (abus de confiance
4010937.001	malversations)
4010937.001	Dray Julien
4010937.001	société
4010937.001	travail
4010937.001	condition de travail
4010937.001	harcèlement moral
4010937.001	cadence de travail
4010937.001	stress
4010937.001	dépression nerveuse
4010937.001	suicide
4010937.001	souffrance
4010937.001	entreprise (France Télécom)
4010937.001	spectacle (one woman show)
4010937.001	film (Le petit Nicolas)
4010937.001	pièce de théâtre
4010937.001	homosexualité
4010937.001	polémique (La cage aux folles)
4010937.001	astrophysique
4010937.001	recherche scientifique
4010937.001	extraterrestre
3882741.001	humour
3882741.001	bêtisier
3882741.001	langage
3882741.001	document d'archives
3882741.001	document amateur
5423083.001	Laponie
5423083.001	automobile
5423083.001	circuit
5423083.001	glace-élément naturel
5566769.001	Royaume Uni
5566769.001	Union européenne
5566769.001	biographie (Churchill : Comment un seul homme a fait l'histoire)
5566769.001	Churchill Winston
5566769.001	intervention étrangère
5566769.001	politique intérieure
5566769.001	conférence de presse
5566769.001	Hollande François
5566769.001	réfugié
5566769.001	accueil
5566769.001	Syrie
5566769.001	chômage
5566769.001	impôt
5761404.001	santé
5761404.001	médecine
5761404.001	herboristerie
5761404.001	plante médicinale
5761404.001	Périgord
5761404.001	terroir
5761404.001	fraise
5761404.001	fête foraine
5761404.001	parc d'attractions
5761404.001	manège forain
5761404.001	accident
5761404.001	victime
5761404.001	droit
5761404.001	responsabilité
