"";"*audiencefemme_0";"*audiencefemme_01";"*audiencefemme_02";"*audiencefemme_03";"*audiencefemme_04";"*audiencefemme_05";"*audiencefemme_06";"*audiencefemme_07";"*audiencefemme_08";"*audiencefemme_09";"*audiencefemme_1";"*audiencefemme_103";"*audiencefemme_11";"*audiencefemme_112";"*audiencefemme_116";"*audiencefemme_12";"*audiencefemme_128";"*audiencefemme_13";"*audiencefemme_135";"*audiencefemme_14";"*audiencefemme_141";"*audiencefemme_147";"*audiencefemme_15";"*audiencefemme_16";"*audiencefemme_17";"*audiencefemme_18";"*audiencefemme_19";"*audiencefemme_199";"*audiencefemme_2";"*audiencefemme_22";"*audiencefemme_23";"*audiencefemme_27";"*audiencefemme_28";"*audiencefemme_29";"*audiencefemme_3";"*audiencefemme_31";"*audiencefemme_34";"*audiencefemme_35";"*audiencefemme_36";"*audiencefemme_38";"*audiencefemme_41";"*audiencefemme_47";"*audiencefemme_49";"*audiencefemme_55";"*audiencefemme_61";"*audiencefemme_62";"*audiencefemme_63";"*audiencefemme_69";"*audiencefemme_76";"*audiencefemme_79";"*audiencefemme_8";"*audiencefemme_83";"*audiencefemme_85";"*audiencefemme_89";"*audiencefemme_9";"*audiencefemme_96"
"35";1;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"souvent";0;0;0;3;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"terrien";7;16;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"laurie";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chien";0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"extrait";0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;1;2;0;0;0;5;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0
"le";51;95;78;51;38;59;9;18;2;4;31;2;19;7;27;35;13;38;3;38;10;16;38;30;18;11;1;6;0;13;13;2;25;5;5;22;18;16;28;2;1;14;6;3;2;6;2;2;3;4;2;5;12;3;9;1
"la";52;107;96;85;39;69;10;15;0;5;22;5;33;13;21;41;13;73;4;37;6;10;67;41;22;14;2;6;1;28;6;4;33;6;3;28;29;36;37;0;2;10;2;2;3;6;4;4;1;2;2;5;6;1;10;6
"eux";0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"identifier";6;0;5;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"lfi";0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"expliquer";0;0;1;0;0;0;0;1;0;0;1;0;1;0;8;1;0;5;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;1;0;2;2;0;2;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"réseau";5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"là";0;4;5;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"que";7;17;36;23;20;11;11;5;1;4;4;0;1;0;6;8;0;5;0;4;0;1;3;3;0;8;0;1;1;2;5;1;1;0;2;9;3;2;6;2;1;2;0;0;1;7;1;1;2;0;1;4;4;0;0;2
"écrire";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"auproux";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"seines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mélenchon";0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bernard";0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;12;1;1;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"beau";0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"sembler";0;0;1;4;3;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"cacher";0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"fatou";3;43;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"comment";0;0;3;1;0;0;0;1;0;0;0;0;1;0;2;2;0;2;0;3;0;0;0;1;0;1;0;0;0;1;4;0;0;1;0;2;2;0;3;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
"annonce";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"agnès";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moyen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raven";7;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"provoquer";3;45;30;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"système";2;1;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"adolescent";6;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"toutes";0;0;2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"oise";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"j";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0
"48";0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"47";1;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44";0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45";0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42";2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"40";4;4;0;0;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"membre";0;3;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"parole";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;16;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"philippe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"même";1;4;8;5;3;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"pendant";0;3;4;0;1;0;1;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mois";0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"me";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"naître";9;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"enquête";1;1;4;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;4;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nouvelle";2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"mettre";1;3;1;2;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;2;0;0;0;0;0;0;3;0;0;0;0;2;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"autre";0;0;1;3;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0
"jeune";9;16;3;0;0;2;1;0;0;0;0;0;0;1;1;0;0;1;0;3;0;1;1;4;0;0;0;0;0;0;0;0;0;1;0;9;0;1;3;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;0;1
"construire";3;0;4;1;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"émission";0;0;1;0;1;2;0;1;0;2;0;0;3;0;1;7;0;2;3;0;0;0;2;1;3;0;0;0;0;2;1;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;4;0
"coeur";0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"claude";1;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"présidentiel";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"âge";0;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"candidat";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;4;1;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"proposer";1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"manquer";8;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2999";0;3;18;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bande";0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;6;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"55";1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"54";0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"56";0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53";1;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"52";3;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"57";1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";2;0;0;1;0;4;0;0;0;0;0;0;4;0;0;3;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"humanité";0;5;8;5;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gouvernement";0;0;1;6;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plus";2;4;30;22;7;8;0;1;0;2;1;1;3;0;3;4;0;3;0;4;0;2;4;2;2;3;0;0;0;1;0;1;2;0;1;8;2;2;5;0;0;3;0;0;0;2;0;1;0;1;2;0;1;0;0;0
"antique";0;0;7;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"entrepreneur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"exister";3;0;2;0;3;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"hugues";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"peret";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"actuel";2;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"retour";2;1;1;0;0;1;0;1;0;0;1;0;5;0;0;0;0;3;0;1;0;0;9;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"valentin";0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cnews";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"élément";1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"groupe";4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"entier";0;2;3;7;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"humour";14;32;6;0;0;2;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"langlois";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"frédéric";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;1;8;0;0;0;0;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"boucher";0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"courir";7;19;3;0;0;0;1;0;0;0;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"haut";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"antoine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1";0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nombreux";3;46;33;2;4;2;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apporter";0;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"revue";1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"média";0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotham";7;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animation";7;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cnrs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0
"chanteur";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0
"trop";2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"20";0;0;0;0;0;1;0;0;0;0;1;0;8;0;0;0;0;24;0;0;0;2;27;1;0;0;0;0;0;23;0;0;35;0;0;0;0;0;19;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"devoir";4;4;4;3;0;2;0;3;0;0;1;0;0;0;1;0;0;5;0;3;0;3;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;0
"ne";18;40;22;8;3;12;3;2;1;3;3;2;2;0;13;3;0;9;0;3;0;4;0;5;1;4;0;0;2;4;3;1;4;0;2;12;4;0;8;1;0;2;0;3;0;3;0;1;0;0;2;3;2;0;1;0
"chercheur";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
